STATEID,DISTID,PSUID,HHID12,HHSPLITID12,HHID05,HHSPLITID05
West Bengal 19,17,10,40,1,4,0
West Bengal 19,17,10,50,1,5,0
West Bengal 19,17,10,80,1,8,0
West Bengal 19,17,10,90,1,9,0
West Bengal 19,17,10,100,1,10,0
West Bengal 19,17,10,110,1,11,0
West Bengal 19,17,10,130,1,13,0
West Bengal 19,17,10,140,1,14,0
West Bengal 19,17,10,150,1,15,0
West Bengal 19,17,11,10,1,1,0
West Bengal 19,17,11,20,1,2,0
West Bengal 19,17,11,40,1,4,0
West Bengal 19,17,11,50,1,5,0
West Bengal 19,17,11,60,1,6,0
West Bengal 19,17,11,70,1,7,0
West Bengal 19,17,11,80,1,8,0
West Bengal 19,17,11,90,1,9,0
West Bengal 19,17,11,100,1,10,0
West Bengal 19,17,11,110,1,11,0
West Bengal 19,17,11,120,1,12,0
West Bengal 19,17,11,130,1,13,0
West Bengal 19,17,11,140,1,14,0
West Bengal 19,17,11,150,1,15,0
West Bengal 19,17,12,10,1,1,0
West Bengal 19,17,12,20,1,2,0
West Bengal 19,17,12,30,1,3,0
West Bengal 19,17,12,40,1,4,0
West Bengal 19,17,12,50,1,5,0
West Bengal 19,17,12,70,1,7,0
West Bengal 19,17,12,80,1,8,0
West Bengal 19,17,12,90,1,9,0
West Bengal 19,17,12,100,1,10,0
West Bengal 19,17,12,110,1,11,0
West Bengal 19,17,12,120,1,12,0
West Bengal 19,17,12,130,1,13,0
West Bengal 19,17,12,140,1,14,0
West Bengal 19,17,12,140,2,14,0
West Bengal 19,17,12,150,1,15,0
West Bengal 19,17,13,10,1,1,0
West Bengal 19,17,13,20,1,2,0
West Bengal 19,17,13,30,1,3,0
West Bengal 19,17,13,50,1,5,0
West Bengal 19,17,13,70,1,7,0
West Bengal 19,17,13,80,1,8,0
West Bengal 19,17,13,110,1,11,0
West Bengal 19,17,13,120,1,12,0
West Bengal 19,17,13,130,1,13,0
West Bengal 19,17,13,140,1,14,0
West Bengal 19,17,13,150,1,15,0
West Bengal 19,17,14,10,1,1,0
West Bengal 19,17,14,20,1,2,0
West Bengal 19,17,14,30,1,3,0
West Bengal 19,17,14,40,1,4,0
West Bengal 19,17,14,50,1,5,0
West Bengal 19,17,14,60,1,6,0
West Bengal 19,17,14,70,1,7,0
West Bengal 19,17,14,90,1,9,0
West Bengal 19,17,14,100,1,10,0
West Bengal 19,17,14,110,1,11,0
West Bengal 19,17,14,120,1,12,0
West Bengal 19,17,14,140,1,14,0
West Bengal 19,17,14,150,1,15,0
West Bengal 19,17,15,40,1,4,0
West Bengal 19,17,15,60,1,6,0
West Bengal 19,17,15,90,1,9,0
West Bengal 19,17,15,100,1,10,0
West Bengal 19,17,15,110,1,11,0
West Bengal 19,17,15,120,1,12,0
West Bengal 19,17,15,130,1,13,0
West Bengal 19,18,2,10,1,1,0
West Bengal 19,18,2,20,1,2,0
West Bengal 19,18,2,30,1,3,0
West Bengal 19,18,2,40,1,4,0
West Bengal 19,18,2,50,1,5,0
West Bengal 19,18,2,60,1,6,0
West Bengal 19,18,2,70,1,7,0
West Bengal 19,18,2,80,1,8,0
West Bengal 19,18,2,90,1,9,0
West Bengal 19,18,2,100,1,10,0
West Bengal 19,18,2,110,1,11,0
West Bengal 19,18,2,120,1,12,0
West Bengal 19,18,2,130,1,13,0
West Bengal 19,18,2,140,1,14,0
West Bengal 19,18,2,150,1,15,0
West Bengal 19,18,3,10,1,1,0
West Bengal 19,18,3,20,1,2,0
West Bengal 19,18,3,30,1,3,0
West Bengal 19,18,3,40,1,4,0
West Bengal 19,18,3,50,1,5,0
West Bengal 19,18,3,60,1,6,0
West Bengal 19,18,3,80,1,8,0
West Bengal 19,18,3,90,1,9,0
West Bengal 19,18,3,100,1,10,0
West Bengal 19,18,3,110,1,11,0
West Bengal 19,18,3,110,2,11,0
West Bengal 19,18,3,110,3,11,0
West Bengal 19,18,3,120,1,12,0
West Bengal 19,18,3,130,1,13,0
West Bengal 19,18,3,140,1,14,0
West Bengal 19,18,5,10,1,1,0
West Bengal 19,18,5,20,1,2,0
West Bengal 19,18,5,30,1,3,0
West Bengal 19,18,5,40,1,4,0
West Bengal 19,18,5,50,1,5,0
West Bengal 19,18,5,70,1,7,0
West Bengal 19,18,5,80,1,8,0
West Bengal 19,18,5,90,1,9,0
West Bengal 19,18,5,100,1,10,0
West Bengal 19,18,5,110,1,11,0
West Bengal 19,18,5,120,1,12,0
West Bengal 19,18,5,130,1,13,0
West Bengal 19,18,5,130,2,13,0
West Bengal 19,18,5,140,1,14,0
West Bengal 19,18,5,150,1,15,0
West Bengal 19,18,6,10,1,1,0
West Bengal 19,18,6,20,1,2,0
West Bengal 19,18,6,30,1,3,0
West Bengal 19,18,6,40,1,4,0
West Bengal 19,18,6,50,1,5,0
West Bengal 19,18,6,60,1,6,0
West Bengal 19,18,6,70,1,7,0
West Bengal 19,18,6,80,1,8,0
West Bengal 19,18,6,100,1,10,0
West Bengal 19,18,6,110,1,11,0
West Bengal 19,18,6,120,1,12,0
West Bengal 19,18,6,130,1,13,0
West Bengal 19,18,6,140,1,14,0
West Bengal 19,18,6,150,1,15,0
West Bengal 19,18,7,10,1,1,0
West Bengal 19,18,7,20,1,2,0
West Bengal 19,18,7,30,1,3,0
West Bengal 19,18,7,40,1,4,0
West Bengal 19,18,7,50,1,5,0
West Bengal 19,18,7,60,1,6,0
West Bengal 19,18,7,70,1,7,0
West Bengal 19,18,7,80,1,8,0
West Bengal 19,18,7,90,1,9,0
West Bengal 19,18,7,90,2,9,0
West Bengal 19,18,7,100,1,10,0
West Bengal 19,18,7,110,1,11,0
West Bengal 19,18,7,120,1,12,0
West Bengal 19,18,7,130,1,13,0
West Bengal 19,18,7,140,1,14,0
West Bengal 19,18,7,150,1,15,0
Jharkhand 20,2,4,11,1,1,1
Jharkhand 20,2,4,21,1,2,1
Jharkhand 20,2,4,41,1,4,1
Jharkhand 20,2,4,61,1,6,1
Jharkhand 20,2,4,71,1,7,1
Jharkhand 20,2,4,81,1,8,1
Jharkhand 20,2,4,91,1,9,1
Jharkhand 20,2,4,91,2,9,1
Jharkhand 20,2,4,101,1,10,1
Jharkhand 20,2,4,111,1,11,1
Jharkhand 20,2,4,121,1,12,1
Jharkhand 20,2,4,121,2,12,1
Jharkhand 20,2,4,131,1,13,1
Jharkhand 20,2,4,132,1,13,2
Jharkhand 20,2,4,141,1,14,1
Jharkhand 20,2,4,151,1,15,1
Jharkhand 20,2,4,161,1,16,1
Jharkhand 20,2,4,171,1,17,1
Jharkhand 20,2,4,181,1,18,1
Jharkhand 20,2,4,191,1,19,1
Jharkhand 20,2,6,10,1,1,0
Jharkhand 20,2,6,20,1,2,0
Jharkhand 20,2,6,20,2,2,0
Jharkhand 20,2,6,30,1,3,0
Jharkhand 20,2,6,40,1,4,0
Jharkhand 20,2,6,50,1,5,0
Jharkhand 20,2,6,60,1,6,0
Jharkhand 20,2,6,70,1,7,0
Jharkhand 20,2,6,80,1,8,0
Jharkhand 20,2,6,100,1,10,0
Jharkhand 20,2,6,100,2,10,0
Jharkhand 20,2,6,110,1,11,0
Jharkhand 20,2,6,120,1,12,0
Jharkhand 20,2,6,130,1,13,0
Jharkhand 20,2,6,140,1,14,0
Jharkhand 20,2,6,140,2,14,0
Jharkhand 20,2,6,170,1,17,0
Jharkhand 20,2,6,180,1,18,0
Jharkhand 20,2,6,200,1,20,0
Jharkhand 20,2,7,10,1,1,0
Jharkhand 20,2,7,20,1,2,0
Jharkhand 20,2,7,30,1,3,0
Jharkhand 20,2,7,40,1,4,0
Jharkhand 20,2,7,50,1,5,0
Jharkhand 20,2,7,60,1,6,0
Jharkhand 20,2,7,70,1,7,0
Jharkhand 20,2,7,70,2,7,0
Jharkhand 20,2,7,80,1,8,0
Jharkhand 20,2,7,90,1,9,0
Jharkhand 20,2,7,100,1,10,0
Jharkhand 20,2,7,120,1,12,0
Jharkhand 20,2,7,130,1,13,0
Jharkhand 20,2,7,130,2,13,0
Jharkhand 20,2,7,140,1,14,0
Jharkhand 20,2,7,140,2,14,0
Jharkhand 20,2,7,150,1,15,0
Jharkhand 20,2,7,150,2,15,0
Jharkhand 20,2,7,150,3,15,0
Jharkhand 20,2,7,150,4,15,0
Jharkhand 20,2,7,160,1,16,0
Jharkhand 20,2,7,160,2,16,0
Jharkhand 20,2,7,170,1,17,0
Jharkhand 20,2,7,180,1,18,0
Jharkhand 20,2,7,180,2,18,0
Jharkhand 20,2,7,190,1,19,0
Jharkhand 20,2,7,200,1,20,0
Jharkhand 20,2,8,10,3,1,0
Jharkhand 20,2,8,20,1,2,0
Jharkhand 20,2,8,30,1,3,0
Jharkhand 20,2,8,40,1,4,0
Jharkhand 20,2,8,50,1,5,0
Jharkhand 20,2,8,60,1,6,0
Jharkhand 20,2,8,70,1,7,0
Jharkhand 20,2,8,80,1,8,0
Jharkhand 20,2,8,80,2,8,0
Jharkhand 20,2,8,90,1,9,0
Jharkhand 20,2,8,100,1,10,0
Jharkhand 20,2,8,120,1,12,0
Jharkhand 20,2,8,130,1,13,0
Jharkhand 20,2,8,140,1,14,0
Jharkhand 20,2,8,150,1,15,0
Jharkhand 20,2,9,30,1,3,0
Jharkhand 20,2,9,40,1,4,0
Jharkhand 20,2,9,60,1,6,0
Jharkhand 20,2,9,70,1,7,0
Jharkhand 20,2,9,80,1,8,0
Jharkhand 20,2,9,90,1,9,0
Jharkhand 20,2,9,110,1,11,0
Jharkhand 20,2,9,120,1,12,0
Jharkhand 20,2,9,130,1,13,0
Jharkhand 20,2,9,150,1,15,0
Jharkhand 20,2,10,10,1,1,0
Jharkhand 20,2,10,30,1,3,0
Jharkhand 20,2,10,100,1,10,0
Jharkhand 20,2,10,140,1,14,0
Jharkhand 20,2,10,150,1,15,0
Jharkhand 20,12,1,11,1,1,1
Jharkhand 20,12,1,21,1,2,1
Jharkhand 20,12,1,22,1,2,2
Jharkhand 20,12,1,24,1,2,4
Jharkhand 20,12,1,31,1,3,1
Jharkhand 20,12,1,41,1,4,1
Jharkhand 20,12,1,51,1,5,1
Jharkhand 20,12,1,51,2,5,1
Jharkhand 20,12,1,52,1,5,2
Jharkhand 20,12,1,53,1,5,3
Jharkhand 20,12,1,61,1,6,1
Jharkhand 20,12,1,71,1,7,1
Jharkhand 20,12,1,81,1,8,1
Jharkhand 20,12,1,81,2,8,1
Jharkhand 20,12,1,81,3,8,1
Jharkhand 20,12,1,81,5,8,1
Jharkhand 20,12,1,81,6,8,1
Jharkhand 20,12,1,91,1,9,1
Jharkhand 20,12,1,93,1,9,3
Jharkhand 20,12,1,101,1,10,1
Jharkhand 20,12,1,111,1,11,1
Jharkhand 20,12,1,121,1,12,1
Jharkhand 20,12,1,121,2,12,1
Jharkhand 20,12,1,131,1,13,1
Jharkhand 20,12,1,141,1,14,1
Jharkhand 20,12,1,142,1,14,2
Jharkhand 20,12,1,143,1,14,3
Jharkhand 20,12,1,151,1,15,1
Jharkhand 20,12,1,161,1,16,1
Jharkhand 20,12,1,161,2,16,1
Jharkhand 20,12,1,171,1,17,1
Jharkhand 20,12,1,171,2,17,1
Jharkhand 20,12,1,172,1,17,2
Jharkhand 20,12,1,172,2,17,2
Jharkhand 20,12,1,181,1,18,1
Jharkhand 20,12,1,182,1,18,2
Jharkhand 20,12,1,191,1,19,1
Jharkhand 20,12,1,201,1,20,1
Jharkhand 20,12,1,201,2,20,1
Jharkhand 20,12,1,211,1,21,1
Jharkhand 20,12,1,211,2,21,1
Jharkhand 20,12,1,211,3,21,1
Jharkhand 20,12,1,221,1,22,1
Jharkhand 20,12,1,222,1,22,2
Jharkhand 20,12,1,223,1,22,3
Jharkhand 20,12,1,224,1,22,4
Jharkhand 20,12,1,225,1,22,5
Jharkhand 20,12,1,231,1,23,1
Jharkhand 20,12,1,232,1,23,2
Jharkhand 20,12,1,233,1,23,3
Jharkhand 20,12,1,234,1,23,4
Jharkhand 20,12,1,241,1,24,1
Jharkhand 20,12,2,11,1,1,1
Jharkhand 20,12,2,21,1,2,1
Jharkhand 20,12,2,21,2,2,1
Jharkhand 20,12,2,22,1,2,2
Jharkhand 20,12,2,31,1,3,1
Jharkhand 20,12,2,31,3,3,1
Jharkhand 20,12,2,32,1,3,2
Jharkhand 20,12,2,41,1,4,1
Jharkhand 20,12,2,51,1,5,1
Jharkhand 20,12,2,51,2,5,1
Jharkhand 20,12,2,51,3,5,1
Jharkhand 20,12,2,61,1,6,1
Jharkhand 20,12,2,71,1,7,1
Jharkhand 20,12,2,81,1,8,1
Jharkhand 20,12,2,91,1,9,1
Jharkhand 20,12,2,101,1,10,1
Jharkhand 20,12,2,102,1,10,2
Jharkhand 20,12,2,131,1,13,1
Jharkhand 20,12,2,131,2,13,1
Jharkhand 20,12,4,11,1,1,1
Jharkhand 20,12,4,21,1,2,1
Jharkhand 20,12,4,21,2,2,1
Jharkhand 20,12,4,21,3,2,1
Jharkhand 20,12,4,21,4,2,1
Jharkhand 20,12,4,21,5,2,1
Jharkhand 20,12,4,31,1,3,1
Jharkhand 20,12,4,41,1,4,1
Jharkhand 20,12,4,51,1,5,1
Jharkhand 20,12,4,61,1,6,1
Jharkhand 20,12,4,71,1,7,1
Jharkhand 20,12,4,81,1,8,1
Jharkhand 20,12,4,91,1,9,1
Jharkhand 20,12,4,101,1,10,1
Jharkhand 20,12,4,101,2,10,1
Jharkhand 20,12,5,10,1,1,0
Jharkhand 20,12,5,10,2,1,0
Jharkhand 20,12,5,10,3,1,0
Jharkhand 20,12,5,20,1,2,0
Jharkhand 20,12,5,20,2,2,0
Jharkhand 20,12,5,40,1,4,0
Jharkhand 20,12,5,50,1,5,0
Jharkhand 20,12,5,50,2,5,0
Jharkhand 20,12,5,60,1,6,0
Jharkhand 20,12,5,70,1,7,0
Jharkhand 20,12,5,80,1,8,0
Jharkhand 20,12,5,90,1,9,0
Jharkhand 20,12,5,100,1,10,0
Jharkhand 20,12,5,110,1,11,0
Jharkhand 20,12,5,120,1,12,0
Jharkhand 20,12,5,130,1,13,0
Jharkhand 20,12,5,140,1,14,0
Jharkhand 20,12,5,150,1,15,0
Jharkhand 20,12,5,160,1,16,0
Jharkhand 20,12,5,160,2,16,0
Jharkhand 20,12,5,170,1,17,0
Jharkhand 20,12,5,180,4,18,0
Jharkhand 20,12,5,190,1,19,0
Jharkhand 20,12,5,200,1,20,0
Jharkhand 20,12,6,10,1,1,0
Jharkhand 20,12,6,20,1,2,0
Jharkhand 20,12,6,30,1,3,0
Jharkhand 20,12,6,40,1,4,0
Jharkhand 20,12,6,60,1,6,0
Jharkhand 20,12,6,70,1,7,0
Jharkhand 20,12,6,80,1,8,0
Jharkhand 20,12,6,100,1,10,0
Jharkhand 20,12,6,110,1,11,0
Jharkhand 20,12,6,110,2,11,0
Jharkhand 20,12,6,120,1,12,0
Jharkhand 20,12,6,130,1,13,0
Jharkhand 20,12,7,20,1,2,0
Jharkhand 20,12,7,30,1,3,0
Jharkhand 20,12,7,40,1,4,0
Jharkhand 20,12,7,50,1,5,0
Jharkhand 20,12,7,70,1,7,0
Jharkhand 20,12,7,80,1,8,0
Jharkhand 20,12,7,100,1,10,0
Jharkhand 20,12,7,110,1,11,0
Jharkhand 20,12,7,130,1,13,0
Jharkhand 20,12,7,140,1,14,0
Jharkhand 20,12,7,150,1,15,0
Jharkhand 20,12,7,150,2,15,0
Jharkhand 20,12,8,10,1,1,0
Jharkhand 20,12,8,30,1,3,0
Jharkhand 20,12,8,40,1,4,0
Jharkhand 20,12,8,40,2,4,0
Jharkhand 20,12,8,40,3,4,0
Jharkhand 20,12,8,80,1,8,0
Jharkhand 20,12,8,90,1,9,0
Jharkhand 20,12,8,100,1,10,0
Jharkhand 20,12,8,110,1,11,0
Jharkhand 20,12,8,120,1,12,0
Jharkhand 20,12,8,130,1,13,0
Jharkhand 20,12,8,130,2,13,0
Jharkhand 20,12,8,130,3,13,0
Jharkhand 20,12,8,140,1,14,0
Jharkhand 20,12,8,140,2,14,0
Jharkhand 20,12,8,150,1,15,0
Jharkhand 20,12,9,10,1,1,0
Jharkhand 20,12,9,20,1,2,0
Jharkhand 20,12,9,30,1,3,0
Jharkhand 20,12,9,70,1,7,0
Jharkhand 20,12,9,80,1,8,0
Jharkhand 20,12,9,90,1,9,0
Jharkhand 20,12,9,90,2,9,0
Jharkhand 20,12,9,100,1,10,0
Jharkhand 20,12,9,110,1,11,0
Jharkhand 20,12,9,120,1,12,0
Jharkhand 20,12,9,120,2,12,0
Jharkhand 20,12,9,120,3,12,0
Jharkhand 20,12,9,130,1,13,0
Jharkhand 20,12,9,140,1,14,0
Jharkhand 20,12,9,150,1,15,0
Jharkhand 20,12,10,10,1,1,0
Jharkhand 20,12,10,30,1,3,0
Jharkhand 20,12,10,40,1,4,0
Jharkhand 20,12,10,50,1,5,0
Jharkhand 20,12,10,60,1,6,0
Jharkhand 20,12,10,70,1,7,0
Jharkhand 20,12,10,80,1,8,0
Jharkhand 20,12,10,110,1,11,0
Jharkhand 20,12,10,120,1,12,0
Jharkhand 20,12,10,130,1,13,0
Jharkhand 20,12,10,140,1,14,0
Jharkhand 20,12,10,150,1,15,0
Jharkhand 20,12,11,10,1,1,0
Jharkhand 20,12,11,20,1,2,0
Jharkhand 20,12,11,30,1,3,0
Jharkhand 20,12,11,50,1,5,0
Jharkhand 20,12,11,60,1,6,0
Jharkhand 20,12,11,70,1,7,0
Jharkhand 20,12,11,80,1,8,0
Jharkhand 20,12,11,100,1,10,0
Jharkhand 20,12,11,110,1,11,0
Jharkhand 20,12,11,120,1,12,0
Jharkhand 20,12,11,130,1,13,0
Jharkhand 20,12,11,150,1,15,0
Jharkhand 20,12,12,11,1,1,1
Jharkhand 20,12,12,31,1,3,1
Jharkhand 20,12,12,41,1,4,1
Jharkhand 20,12,12,51,1,5,1
Jharkhand 20,12,12,61,1,6,1
Jharkhand 20,12,12,111,1,11,1
Jharkhand 20,12,12,121,1,12,1
Jharkhand 20,12,12,131,1,13,1
Jharkhand 20,12,12,141,1,14,1
Jharkhand 20,12,12,151,1,15,1
Jharkhand 20,12,12,161,1,16,1
Jharkhand 20,12,12,171,1,17,1
Jharkhand 20,12,14,11,1,1,1
Jharkhand 20,12,14,21,1,2,1
Jharkhand 20,12,14,31,1,3,1
Jharkhand 20,12,14,41,1,4,1
Jharkhand 20,12,14,51,1,5,1
Jharkhand 20,12,14,52,1,5,2
Jharkhand 20,12,14,61,1,6,1
Jharkhand 20,12,14,62,1,6,2
Jharkhand 20,12,14,63,1,6,3
Jharkhand 20,12,14,71,1,7,1
Jharkhand 20,12,14,81,1,8,1
Jharkhand 20,12,14,91,1,9,1
Jharkhand 20,12,14,101,1,10,1
Jharkhand 20,12,14,111,1,11,1
Jharkhand 20,12,14,121,1,12,1
Jharkhand 20,12,14,122,1,12,2
Jharkhand 20,12,14,131,1,13,1
Jharkhand 20,12,14,132,1,13,2
Jharkhand 20,12,14,141,1,14,1
Jharkhand 20,12,14,151,1,15,1
Jharkhand 20,12,14,161,1,16,1
Jharkhand 20,12,14,162,1,16,2
Jharkhand 20,12,14,171,1,17,1
Jharkhand 20,12,14,171,2,17,1
Jharkhand 20,12,14,172,1,17,2
Jharkhand 20,12,14,173,1,17,3
Jharkhand 20,12,14,181,1,18,1
Jharkhand 20,13,1,10,1,1,0
Jharkhand 20,13,1,20,1,2,0
Jharkhand 20,13,1,30,1,3,0
Jharkhand 20,13,1,40,1,4,0
Jharkhand 20,13,1,50,1,5,0
Jharkhand 20,13,1,60,1,6,0
Jharkhand 20,13,1,70,1,7,0
Jharkhand 20,13,1,70,2,7,0
Jharkhand 20,13,1,70,3,7,0
Jharkhand 20,13,1,80,1,8,0
Jharkhand 20,13,1,90,1,9,0
Jharkhand 20,13,1,100,1,10,0
Jharkhand 20,13,1,110,1,11,0
Jharkhand 20,13,1,120,1,12,0
Jharkhand 20,13,1,120,2,12,0
Jharkhand 20,13,1,120,3,12,0
Jharkhand 20,13,1,130,1,13,0
Jharkhand 20,13,1,130,2,13,0
Jharkhand 20,13,1,140,1,14,0
Jharkhand 20,13,1,140,2,14,0
Jharkhand 20,13,1,140,3,14,0
Jharkhand 20,13,1,150,1,15,0
Jharkhand 20,13,1,160,1,16,0
Jharkhand 20,13,1,170,1,17,0
Jharkhand 20,13,1,170,2,17,0
Jharkhand 20,13,1,170,3,17,0
Jharkhand 20,13,1,170,4,17,0
Jharkhand 20,13,1,170,5,17,0
Jharkhand 20,13,1,180,1,18,0
Jharkhand 20,13,1,190,1,19,0
Jharkhand 20,13,1,200,1,20,0
Jharkhand 20,13,3,10,1,1,0
Jharkhand 20,13,3,20,1,2,0
Jharkhand 20,13,3,30,1,3,0
Jharkhand 20,13,3,40,1,4,0
Jharkhand 20,13,3,60,1,6,0
Jharkhand 20,13,3,70,1,7,0
Jharkhand 20,13,3,80,1,8,0
Jharkhand 20,13,3,90,1,9,0
Jharkhand 20,13,3,100,1,10,0
Jharkhand 20,13,3,110,1,11,0
Jharkhand 20,13,3,110,2,11,0
Jharkhand 20,13,3,120,1,12,0
Jharkhand 20,13,3,130,1,13,0
Jharkhand 20,13,3,140,1,14,0
Jharkhand 20,13,3,150,1,15,0
Jharkhand 20,13,3,150,2,15,0
Jharkhand 20,13,3,160,1,16,0
Jharkhand 20,13,3,170,1,17,0
Jharkhand 20,13,3,180,1,18,0
Jharkhand 20,13,3,190,1,19,0
Jharkhand 20,13,3,200,1,20,0
Jharkhand 20,13,3,200,2,20,0
Jharkhand 20,13,4,150,1,15,0
Jharkhand 20,13,5,30,1,3,0
Jharkhand 20,13,5,50,1,5,0
Jharkhand 20,13,5,80,1,8,0
Jharkhand 20,13,5,110,1,11,0
Jharkhand 20,13,5,130,1,13,0
Jharkhand 20,13,6,40,1,4,0
Jharkhand 20,13,6,80,1,8,0
Jharkhand 20,13,6,140,1,14,0
Jharkhand 20,13,7,10,1,1,0
Jharkhand 20,13,7,30,1,3,0
Jharkhand 20,13,7,40,1,4,0
Jharkhand 20,13,7,60,1,6,0
Jharkhand 20,13,7,70,1,7,0
Jharkhand 20,13,7,80,1,8,0
Jharkhand 20,13,7,100,1,10,0
Jharkhand 20,13,7,100,2,10,0
Jharkhand 20,13,7,100,3,10,0
Jharkhand 20,13,7,110,1,11,0
Jharkhand 20,13,7,120,1,12,0
Jharkhand 20,13,7,120,2,12,0
Jharkhand 20,13,7,130,1,13,0
Jharkhand 20,13,7,130,2,13,0
Jharkhand 20,13,7,140,1,14,0
Jharkhand 20,13,8,10,1,1,0
Jharkhand 20,13,8,20,1,2,0
Jharkhand 20,13,8,40,1,4,0
Jharkhand 20,13,8,60,1,6,0
Jharkhand 20,13,8,80,1,8,0
Jharkhand 20,13,8,90,1,9,0
Jharkhand 20,13,8,100,1,10,0
Jharkhand 20,13,8,110,1,11,0
Jharkhand 20,13,8,120,1,12,0
Jharkhand 20,13,8,130,1,13,0
Jharkhand 20,13,8,150,1,15,0
Jharkhand 20,13,9,10,1,1,0
Jharkhand 20,13,9,30,1,3,0
Jharkhand 20,13,9,40,1,4,0
Jharkhand 20,13,9,50,1,5,0
Jharkhand 20,13,9,60,1,6,0
Jharkhand 20,13,9,70,1,7,0
Jharkhand 20,13,9,80,1,8,0
Jharkhand 20,13,9,90,1,9,0
Jharkhand 20,13,9,100,1,10,0
Jharkhand 20,13,9,120,1,12,0
Jharkhand 20,13,9,130,1,13,0
Jharkhand 20,13,9,140,1,14,0
Jharkhand 20,13,9,150,1,15,0
Jharkhand 20,14,1,10,1,1,0
Jharkhand 20,14,1,20,1,2,0
Jharkhand 20,14,1,30,1,3,0
Jharkhand 20,14,1,40,1,4,0
Jharkhand 20,14,1,40,2,4,0
Jharkhand 20,14,1,50,1,5,0
Jharkhand 20,14,1,70,1,7,0
Jharkhand 20,14,1,80,1,8,0
Jharkhand 20,14,1,90,1,9,0
Jharkhand 20,14,1,100,1,10,0
Jharkhand 20,14,1,110,1,11,0
Jharkhand 20,14,1,120,1,12,0
Jharkhand 20,14,1,130,1,13,0
Jharkhand 20,14,1,130,2,13,0
Jharkhand 20,14,1,160,1,16,0
Jharkhand 20,14,1,170,1,17,0
Jharkhand 20,14,1,180,1,18,0
Jharkhand 20,14,1,190,1,19,0
Jharkhand 20,14,1,200,1,20,0
Jharkhand 20,14,3,10,1,1,0
Jharkhand 20,14,3,20,1,2,0
Jharkhand 20,14,3,30,1,3,0
Jharkhand 20,14,3,40,1,4,0
Jharkhand 20,14,3,50,1,5,0
Jharkhand 20,14,3,60,1,6,0
Jharkhand 20,14,3,70,1,7,0
Jharkhand 20,14,3,80,1,8,0
Jharkhand 20,14,3,90,1,9,0
Jharkhand 20,14,3,110,1,11,0
Jharkhand 20,14,3,110,2,11,0
Jharkhand 20,14,3,130,1,13,0
Jharkhand 20,14,3,140,1,14,0
Jharkhand 20,14,3,150,1,15,0
Jharkhand 20,14,3,150,2,15,0
Jharkhand 20,14,3,160,1,16,0
Jharkhand 20,14,3,170,1,17,0
Jharkhand 20,14,3,170,2,17,0
Jharkhand 20,14,3,190,1,19,0
Jharkhand 20,14,3,190,2,19,0
Jharkhand 20,14,3,200,1,20,0
Jharkhand 20,14,4,11,1,1,1
Jharkhand 20,14,4,11,2,1,1
Jharkhand 20,14,4,21,1,2,1
Jharkhand 20,14,4,31,1,3,1
Jharkhand 20,14,4,41,1,4,1
Jharkhand 20,14,7,10,1,1,0
Jharkhand 20,14,7,20,1,2,0
Jharkhand 20,14,7,30,1,3,0
Jharkhand 20,14,7,40,1,4,0
Jharkhand 20,14,7,50,1,5,0
Jharkhand 20,14,7,60,1,6,0
Jharkhand 20,14,7,70,1,7,0
Jharkhand 20,14,7,80,1,8,0
Jharkhand 20,14,7,90,1,9,0
Jharkhand 20,14,7,110,1,11,0
Jharkhand 20,14,7,120,1,12,0
Jharkhand 20,14,7,120,2,12,0
Jharkhand 20,14,7,130,1,13,0
Jharkhand 20,14,7,140,1,14,0
Jharkhand 20,14,7,150,1,15,0
Jharkhand 20,14,7,160,1,16,0
Jharkhand 20,14,7,170,1,17,0
Jharkhand 20,14,7,180,1,18,0
Jharkhand 20,14,7,190,1,19,0
Jharkhand 20,14,7,200,1,20,0
Jharkhand 20,14,8,10,1,1,0
Jharkhand 20,14,8,20,1,2,0
Jharkhand 20,14,8,40,1,4,0
Jharkhand 20,14,8,50,1,5,0
Jharkhand 20,14,8,60,1,6,0
Jharkhand 20,14,8,70,1,7,0
Jharkhand 20,14,8,80,1,8,0
Jharkhand 20,14,8,90,1,9,0
Jharkhand 20,14,8,90,2,9,0
Jharkhand 20,14,8,110,1,11,0
Jharkhand 20,14,8,120,1,12,0
Jharkhand 20,14,8,130,1,13,0
Jharkhand 20,14,8,140,1,14,0
Jharkhand 20,14,8,150,1,15,0
Jharkhand 20,14,8,160,1,16,0
Jharkhand 20,14,8,170,1,17,0
Jharkhand 20,14,8,170,2,17,0
Jharkhand 20,14,8,170,3,17,0
Jharkhand 20,14,8,170,4,17,0
Jharkhand 20,14,9,20,1,2,0
Jharkhand 20,14,9,30,1,3,0
Jharkhand 20,14,9,40,1,4,0
Jharkhand 20,14,9,60,1,6,0
Jharkhand 20,14,9,70,1,7,0
Jharkhand 20,14,9,80,1,8,0
Jharkhand 20,14,9,90,1,9,0
Jharkhand 20,14,9,100,1,10,0
Jharkhand 20,14,9,110,1,11,0
Jharkhand 20,14,9,120,1,12,0
Jharkhand 20,14,9,130,1,13,0
Jharkhand 20,14,9,140,1,14,0
Jharkhand 20,14,9,150,1,15,0
Jharkhand 20,14,10,20,1,2,0
Jharkhand 20,14,10,40,1,4,0
Jharkhand 20,14,10,50,1,5,0
Jharkhand 20,14,10,60,1,6,0
Jharkhand 20,14,10,70,1,7,0
