STATEID,DISTID,PSUID,HHID12,HHSPLITID12,HHID05,HHSPLITID05
Rajasthan 08,15,4,121,1,12,1
Rajasthan 08,15,4,121,2,12,1
Rajasthan 08,15,4,121,3,12,1
Rajasthan 08,15,4,131,1,13,1
Rajasthan 08,15,4,131,2,13,1
Rajasthan 08,15,5,11,1,1,1
Rajasthan 08,15,5,11,2,1,1
Rajasthan 08,15,5,21,1,2,1
Rajasthan 08,15,5,41,1,4,1
Rajasthan 08,15,5,41,2,4,1
Rajasthan 08,15,5,51,1,5,1
Rajasthan 08,15,5,61,1,6,1
Rajasthan 08,15,5,61,2,6,1
Rajasthan 08,15,5,62,1,6,2
Rajasthan 08,15,5,71,1,7,1
Rajasthan 08,15,5,72,1,7,2
Rajasthan 08,15,5,81,1,8,1
Rajasthan 08,15,5,101,1,10,1
Rajasthan 08,15,5,111,1,11,1
Rajasthan 08,15,5,111,2,11,1
Rajasthan 08,15,5,111,3,11,1
Rajasthan 08,15,5,121,1,12,1
Rajasthan 08,15,5,131,1,13,1
Rajasthan 08,15,5,141,1,14,1
Rajasthan 08,15,5,141,2,14,1
Rajasthan 08,15,5,151,1,15,1
Rajasthan 08,15,5,161,1,16,1
Rajasthan 08,15,5,161,2,16,1
Rajasthan 08,15,5,161,3,16,1
Rajasthan 08,15,5,162,1,16,2
Rajasthan 08,15,5,171,1,17,1
Rajasthan 08,15,5,172,1,17,2
Rajasthan 08,15,5,173,1,17,3
Rajasthan 08,15,5,181,1,18,1
Rajasthan 08,15,5,181,2,18,1
Rajasthan 08,15,5,181,3,18,1
Rajasthan 08,15,5,191,1,19,1
Rajasthan 08,15,6,10,1,1,0
Rajasthan 08,15,6,20,1,2,0
Rajasthan 08,15,6,30,1,3,0
Rajasthan 08,15,6,40,1,4,0
Rajasthan 08,15,6,50,1,5,0
Rajasthan 08,15,6,60,1,6,0
Rajasthan 08,15,6,70,1,7,0
Rajasthan 08,15,6,90,1,9,0
Rajasthan 08,15,6,90,2,9,0
Rajasthan 08,15,6,100,1,10,0
Rajasthan 08,15,6,110,1,11,0
Rajasthan 08,15,6,120,1,12,0
Rajasthan 08,15,6,130,1,13,0
Rajasthan 08,15,6,140,1,14,0
Rajasthan 08,15,6,150,1,15,0
Rajasthan 08,15,6,160,1,16,0
Rajasthan 08,15,6,170,1,17,0
Rajasthan 08,15,6,170,2,17,0
Rajasthan 08,15,6,180,1,18,0
Rajasthan 08,15,6,190,1,19,0
Rajasthan 08,15,6,190,2,19,0
Rajasthan 08,15,6,200,1,20,0
Rajasthan 08,15,7,10,1,1,0
Rajasthan 08,15,7,20,1,2,0
Rajasthan 08,15,7,40,1,4,0
Rajasthan 08,15,7,50,1,5,0
Rajasthan 08,15,7,60,1,6,0
Rajasthan 08,15,7,70,1,7,0
Rajasthan 08,15,7,80,1,8,0
Rajasthan 08,15,7,90,1,9,0
Rajasthan 08,15,7,100,1,10,0
Rajasthan 08,15,7,120,1,12,0
Rajasthan 08,15,7,120,2,12,0
Rajasthan 08,15,7,120,3,12,0
Rajasthan 08,15,7,130,1,13,0
Rajasthan 08,15,7,140,1,14,0
Rajasthan 08,15,7,150,1,15,0
Rajasthan 08,15,7,170,1,17,0
Rajasthan 08,15,7,180,1,18,0
Rajasthan 08,15,7,190,1,19,0
Rajasthan 08,15,7,200,1,20,0
Rajasthan 08,15,7,200,2,20,0
Rajasthan 08,15,7,200,3,20,0
Rajasthan 08,15,8,10,1,1,0
Rajasthan 08,15,8,20,1,2,0
Rajasthan 08,15,8,30,1,3,0
Rajasthan 08,15,8,50,1,5,0
Rajasthan 08,15,8,50,2,5,0
Rajasthan 08,15,8,60,1,6,0
Rajasthan 08,15,8,70,1,7,0
Rajasthan 08,15,8,70,2,7,0
Rajasthan 08,15,8,80,1,8,0
Rajasthan 08,15,8,90,1,9,0
Rajasthan 08,15,8,100,1,10,0
Rajasthan 08,15,8,110,1,11,0
Rajasthan 08,15,8,120,1,12,0
Rajasthan 08,15,8,140,1,14,0
Rajasthan 08,15,8,140,2,14,0
Rajasthan 08,15,8,150,1,15,0
Rajasthan 08,15,9,10,1,1,0
Rajasthan 08,15,9,30,1,3,0
Rajasthan 08,15,9,40,1,4,0
Rajasthan 08,15,9,50,1,5,0
Rajasthan 08,15,9,60,1,6,0
Rajasthan 08,15,9,70,1,7,0
Rajasthan 08,15,9,90,1,9,0
Rajasthan 08,15,9,100,1,10,0
Rajasthan 08,15,9,130,1,13,0
Rajasthan 08,15,9,150,1,15,0
Rajasthan 08,15,10,10,1,1,0
Rajasthan 08,15,10,20,1,2,0
Rajasthan 08,15,10,30,1,3,0
Rajasthan 08,15,10,40,1,4,0
Rajasthan 08,15,10,50,1,5,0
Rajasthan 08,15,10,60,1,6,0
Rajasthan 08,15,10,70,1,7,0
Rajasthan 08,15,10,80,1,8,0
Rajasthan 08,15,10,90,1,9,0
Rajasthan 08,15,10,100,1,10,0
Rajasthan 08,15,10,110,1,11,0
Rajasthan 08,15,10,130,1,13,0
Rajasthan 08,15,10,140,1,14,0
Rajasthan 08,15,11,10,1,1,0
Rajasthan 08,15,11,30,1,3,0
Rajasthan 08,15,11,60,1,6,0
Rajasthan 08,15,11,70,1,7,0
Rajasthan 08,15,11,80,1,8,0
Rajasthan 08,15,11,90,1,9,0
Rajasthan 08,15,11,100,1,10,0
Rajasthan 08,15,11,140,1,14,0
Rajasthan 08,15,12,20,1,2,0
Rajasthan 08,15,12,50,1,5,0
Rajasthan 08,15,12,60,1,6,0
Rajasthan 08,15,12,70,1,7,0
Rajasthan 08,15,12,80,1,8,0
Rajasthan 08,15,12,90,1,9,0
Rajasthan 08,15,12,100,1,10,0
Rajasthan 08,15,12,110,1,11,0
Rajasthan 08,15,12,120,1,12,0
Rajasthan 08,15,12,130,1,13,0
Rajasthan 08,15,12,140,1,14,0
Rajasthan 08,15,12,150,1,15,0
Rajasthan 08,15,13,10,1,1,0
Rajasthan 08,15,13,10,2,1,0
Rajasthan 08,15,13,20,1,2,0
Rajasthan 08,15,13,30,1,3,0
Rajasthan 08,15,13,40,1,4,0
Rajasthan 08,15,13,50,1,5,0
Rajasthan 08,15,13,60,1,6,0
Rajasthan 08,15,13,80,1,8,0
Rajasthan 08,15,13,90,1,9,0
Rajasthan 08,15,13,100,1,10,0
Rajasthan 08,15,13,110,1,11,0
Rajasthan 08,15,13,120,1,12,0
Rajasthan 08,15,13,130,1,13,0
Rajasthan 08,15,13,140,1,14,0
Rajasthan 08,18,1,10,1,1,0
Rajasthan 08,18,1,30,1,3,0
Rajasthan 08,18,1,40,1,4,0
Rajasthan 08,18,1,50,1,5,0
Rajasthan 08,18,1,60,1,6,0
Rajasthan 08,18,1,60,2,6,0
Rajasthan 08,18,1,70,1,7,0
Rajasthan 08,18,1,80,1,8,0
Rajasthan 08,18,1,90,1,9,0
Rajasthan 08,18,1,100,1,10,0
Rajasthan 08,18,1,100,2,10,0
Rajasthan 08,18,1,100,3,10,0
Rajasthan 08,18,1,110,1,11,0
Rajasthan 08,18,1,120,1,12,0
Rajasthan 08,18,1,120,2,12,0
Rajasthan 08,18,1,130,1,13,0
Rajasthan 08,18,1,140,1,14,0
Rajasthan 08,18,1,150,1,15,0
Rajasthan 08,18,2,20,1,2,0
Rajasthan 08,18,2,30,1,3,0
Rajasthan 08,18,2,40,1,4,0
Rajasthan 08,18,2,40,2,4,0
Rajasthan 08,18,2,40,3,4,0
Rajasthan 08,18,2,40,4,4,0
Rajasthan 08,18,2,50,1,5,0
Rajasthan 08,18,2,70,1,7,0
Rajasthan 08,18,2,70,2,7,0
Rajasthan 08,18,2,80,1,8,0
Rajasthan 08,18,2,80,2,8,0
Rajasthan 08,18,2,90,1,9,0
Rajasthan 08,18,2,100,1,10,0
Rajasthan 08,18,2,110,1,11,0
Rajasthan 08,18,2,120,1,12,0
Rajasthan 08,18,2,130,1,13,0
Rajasthan 08,18,2,140,1,14,0
Rajasthan 08,18,3,20,1,2,0
Rajasthan 08,18,3,40,1,4,0
Rajasthan 08,18,3,50,1,5,0
Rajasthan 08,18,3,60,1,6,0
Rajasthan 08,18,3,90,1,9,0
Rajasthan 08,18,3,100,1,10,0
Rajasthan 08,18,3,120,1,12,0
Rajasthan 08,18,3,130,1,13,0
Rajasthan 08,18,3,140,1,14,0
Rajasthan 08,18,3,150,1,15,0
Rajasthan 08,20,1,11,1,1,1
Rajasthan 08,20,1,21,1,2,1
Rajasthan 08,20,1,31,1,3,1
Rajasthan 08,20,1,31,2,3,1
Rajasthan 08,20,1,41,1,4,1
Rajasthan 08,20,1,41,2,4,1
Rajasthan 08,20,1,51,1,5,1
Rajasthan 08,20,1,52,1,5,2
Rajasthan 08,20,1,61,1,6,1
Rajasthan 08,20,1,61,2,6,1
Rajasthan 08,20,1,71,1,7,1
Rajasthan 08,20,1,81,1,8,1
Rajasthan 08,20,1,91,1,9,1
Rajasthan 08,20,1,101,1,10,1
Rajasthan 08,20,1,111,1,11,1
Rajasthan 08,20,1,131,1,13,1
Rajasthan 08,20,1,141,1,14,1
Rajasthan 08,20,1,151,1,15,1
Rajasthan 08,20,1,171,1,17,1
Rajasthan 08,20,1,181,1,18,1
Rajasthan 08,20,1,191,1,19,1
Rajasthan 08,20,1,201,1,20,1
Rajasthan 08,20,1,231,1,23,1
Rajasthan 08,20,1,241,1,24,1
Rajasthan 08,20,1,242,1,24,2
Rajasthan 08,20,1,243,1,24,3
Rajasthan 08,20,1,243,2,24,3
Rajasthan 08,20,1,244,1,24,4
Rajasthan 08,20,1,261,1,26,1
Rajasthan 08,20,1,271,1,27,1
Rajasthan 08,20,1,272,1,27,2
Rajasthan 08,20,1,281,1,28,1
Rajasthan 08,20,2,11,1,1,1
Rajasthan 08,20,2,41,1,4,1
Rajasthan 08,20,2,51,1,5,1
Rajasthan 08,20,2,51,2,5,1
Rajasthan 08,20,2,52,1,5,2
Rajasthan 08,20,2,62,1,6,2
Rajasthan 08,20,2,71,1,7,1
Rajasthan 08,20,2,81,1,8,1
Rajasthan 08,20,2,91,1,9,1
Rajasthan 08,20,2,101,1,10,1
Rajasthan 08,20,2,111,1,11,1
Rajasthan 08,20,2,121,1,12,1
Rajasthan 08,20,2,131,1,13,1
Rajasthan 08,20,2,141,1,14,1
Rajasthan 08,20,2,151,1,15,1
Rajasthan 08,20,3,11,1,1,1
Rajasthan 08,20,3,11,2,1,1
Rajasthan 08,20,3,11,3,1,1
Rajasthan 08,20,3,21,1,2,1
Rajasthan 08,20,3,31,1,3,1
Rajasthan 08,20,3,41,1,4,1
Rajasthan 08,20,3,51,1,5,1
Rajasthan 08,20,3,61,1,6,1
Rajasthan 08,20,3,71,1,7,1
Rajasthan 08,20,3,81,1,8,1
Rajasthan 08,20,3,82,1,8,2
Rajasthan 08,20,3,91,1,9,1
Rajasthan 08,20,3,101,1,10,1
Rajasthan 08,20,3,111,1,11,1
Rajasthan 08,20,3,121,1,12,1
Rajasthan 08,20,3,131,1,13,1
Rajasthan 08,20,3,141,1,14,1
Rajasthan 08,20,3,151,1,15,1
Rajasthan 08,20,3,161,1,16,1
Rajasthan 08,20,3,171,1,17,1
Rajasthan 08,20,3,181,1,18,1
Rajasthan 08,20,3,191,1,19,1
Rajasthan 08,20,3,201,1,20,1
Rajasthan 08,20,3,211,1,21,1
Rajasthan 08,20,3,221,1,22,1
Rajasthan 08,20,3,231,1,23,1
Rajasthan 08,20,3,231,2,23,1
Rajasthan 08,20,3,241,1,24,1
Rajasthan 08,20,3,251,1,25,1
Rajasthan 08,20,4,11,1,1,1
Rajasthan 08,20,4,21,1,2,1
Rajasthan 08,20,4,31,1,3,1
Rajasthan 08,20,4,41,1,4,1
Rajasthan 08,20,4,51,1,5,1
Rajasthan 08,20,4,52,1,5,2
Rajasthan 08,20,4,52,2,5,2
Rajasthan 08,20,4,61,1,6,1
Rajasthan 08,20,4,71,1,7,1
Rajasthan 08,20,4,81,1,8,1
Rajasthan 08,20,4,91,1,9,1
Rajasthan 08,20,4,101,1,10,1
Rajasthan 08,20,4,111,1,11,1
Rajasthan 08,20,4,121,1,12,1
Rajasthan 08,20,5,11,1,1,1
Rajasthan 08,20,5,11,2,1,1
Rajasthan 08,20,5,21,1,2,1
Rajasthan 08,20,5,31,1,3,1
Rajasthan 08,20,5,41,1,4,1
Rajasthan 08,20,5,42,1,4,2
Rajasthan 08,20,5,61,1,6,1
Rajasthan 08,20,5,71,1,7,1
Rajasthan 08,20,5,81,1,8,1
Rajasthan 08,20,5,91,1,9,1
Rajasthan 08,20,5,101,1,10,1
Rajasthan 08,20,5,111,1,11,1
Rajasthan 08,20,5,121,1,12,1
Rajasthan 08,20,5,141,1,14,1
Rajasthan 08,20,5,141,2,14,1
Rajasthan 08,20,5,151,1,15,1
Rajasthan 08,20,5,161,1,16,1
Rajasthan 08,20,5,171,1,17,1
Rajasthan 08,20,5,181,1,18,1
Rajasthan 08,20,5,181,2,18,1
Rajasthan 08,20,7,20,1,2,0
Rajasthan 08,20,7,30,1,3,0
Rajasthan 08,20,7,40,1,4,0
Rajasthan 08,20,7,70,1,7,0
Rajasthan 08,20,7,80,1,8,0
Rajasthan 08,20,7,90,1,9,0
Rajasthan 08,20,7,110,1,11,0
Rajasthan 08,20,7,120,1,12,0
Rajasthan 08,20,7,130,1,13,0
Rajasthan 08,20,7,130,2,13,0
Rajasthan 08,20,7,140,1,14,0
Rajasthan 08,20,7,150,1,15,0
Rajasthan 08,20,7,160,1,16,0
Rajasthan 08,20,7,170,1,17,0
Rajasthan 08,20,7,180,1,18,0
Rajasthan 08,20,7,190,1,19,0
Rajasthan 08,20,7,200,1,20,0
Rajasthan 08,20,8,10,1,1,0
Rajasthan 08,20,8,20,1,2,0
Rajasthan 08,20,8,30,1,3,0
Rajasthan 08,20,8,40,1,4,0
Rajasthan 08,20,8,50,1,5,0
Rajasthan 08,20,8,50,2,5,0
Rajasthan 08,20,8,50,3,5,0
Rajasthan 08,20,8,60,1,6,0
Rajasthan 08,20,8,70,1,7,0
Rajasthan 08,20,8,70,2,7,0
Rajasthan 08,20,8,80,1,8,0
Rajasthan 08,20,8,90,1,9,0
Rajasthan 08,20,8,100,1,10,0
Rajasthan 08,20,8,110,1,11,0
Rajasthan 08,20,8,120,1,12,0
Rajasthan 08,20,8,130,1,13,0
Rajasthan 08,20,8,140,1,14,0
Rajasthan 08,20,8,150,1,15,0
Rajasthan 08,20,8,160,1,16,0
Rajasthan 08,20,8,170,1,17,0
Rajasthan 08,20,8,180,1,18,0
Rajasthan 08,20,8,190,1,19,0
Rajasthan 08,20,8,200,1,20,0
Rajasthan 08,20,9,20,1,2,0
Rajasthan 08,20,9,30,1,3,0
Rajasthan 08,20,9,40,1,4,0
Rajasthan 08,20,9,50,1,5,0
Rajasthan 08,20,9,60,1,6,0
Rajasthan 08,20,9,70,1,7,0
Rajasthan 08,20,9,80,1,8,0
Rajasthan 08,20,9,90,1,9,0
Rajasthan 08,20,9,110,1,11,0
Rajasthan 08,20,9,120,1,12,0
Rajasthan 08,20,9,130,1,13,0
Rajasthan 08,20,9,140,1,14,0
Rajasthan 08,20,9,150,1,15,0
Rajasthan 08,20,10,10,1,1,0
Rajasthan 08,20,10,20,1,2,0
Rajasthan 08,20,10,20,2,2,0
Rajasthan 08,20,10,30,1,3,0
Rajasthan 08,20,10,50,1,5,0
Rajasthan 08,20,10,60,1,6,0
Rajasthan 08,20,10,70,1,7,0
Rajasthan 08,20,10,70,2,7,0
Rajasthan 08,20,10,80,1,8,0
Rajasthan 08,20,10,90,1,9,0
Rajasthan 08,20,10,100,1,10,0
Rajasthan 08,20,10,110,1,11,0
Rajasthan 08,20,10,120,1,12,0
Rajasthan 08,20,10,130,1,13,0
Rajasthan 08,20,10,140,1,14,0
Rajasthan 08,20,10,150,1,15,0
Rajasthan 08,20,11,10,1,1,0
Rajasthan 08,20,11,20,1,2,0
Rajasthan 08,20,11,20,2,2,0
Rajasthan 08,20,11,30,1,3,0
Rajasthan 08,20,11,40,1,4,0
Rajasthan 08,20,11,50,1,5,0
Rajasthan 08,20,11,60,1,6,0
Rajasthan 08,20,11,60,2,6,0
Rajasthan 08,20,11,60,3,6,0
Rajasthan 08,20,11,80,1,8,0
Rajasthan 08,20,11,90,1,9,0
Rajasthan 08,20,11,100,1,10,0
Rajasthan 08,20,11,110,1,11,0
Rajasthan 08,20,11,110,2,11,0
Rajasthan 08,20,11,120,1,12,0
Rajasthan 08,20,11,130,1,13,0
Rajasthan 08,20,11,140,1,14,0
Rajasthan 08,21,1,10,1,1,0
Rajasthan 08,21,1,20,1,2,0
Rajasthan 08,21,1,30,1,3,0
Rajasthan 08,21,1,40,1,4,0
Rajasthan 08,21,1,50,1,5,0
Rajasthan 08,21,1,60,1,6,0
Rajasthan 08,21,1,60,2,6,0
Rajasthan 08,21,1,60,3,6,0
Rajasthan 08,21,1,70,1,7,0
Rajasthan 08,21,1,80,1,8,0
Rajasthan 08,21,1,90,1,9,0
Rajasthan 08,21,1,100,1,10,0
Rajasthan 08,21,1,110,1,11,0
Rajasthan 08,21,1,130,1,13,0
Rajasthan 08,21,2,10,1,1,0
Rajasthan 08,21,2,20,1,2,0
Rajasthan 08,21,2,30,1,3,0
Rajasthan 08,21,2,40,1,4,0
Rajasthan 08,21,2,50,1,5,0
Rajasthan 08,21,2,60,1,6,0
Rajasthan 08,21,2,70,1,7,0
Rajasthan 08,21,2,80,1,8,0
Rajasthan 08,21,2,100,1,10,0
Rajasthan 08,21,2,110,1,11,0
Rajasthan 08,21,2,140,1,14,0
Rajasthan 08,21,2,150,1,15,0
Rajasthan 08,21,3,50,1,5,0
Rajasthan 08,21,3,60,1,6,0
Rajasthan 08,21,3,70,1,7,0
Rajasthan 08,21,3,80,1,8,0
Rajasthan 08,21,3,90,1,9,0
Rajasthan 08,21,3,100,1,10,0
Rajasthan 08,21,3,110,1,11,0
Rajasthan 08,21,3,130,1,13,0
Rajasthan 08,24,1,11,1,1,1
Rajasthan 08,24,1,21,1,2,1
Rajasthan 08,24,1,31,1,3,1
Rajasthan 08,24,1,41,1,4,1
Rajasthan 08,24,1,51,1,5,1
Rajasthan 08,24,1,61,1,6,1
Rajasthan 08,24,1,71,1,7,1
Rajasthan 08,24,1,91,1,9,1
Rajasthan 08,24,1,91,2,9,1
Rajasthan 08,24,1,101,1,10,1
Rajasthan 08,24,1,101,2,10,1
Rajasthan 08,24,1,111,1,11,1
Rajasthan 08,24,1,112,1,11,2
Rajasthan 08,24,1,121,1,12,1
Rajasthan 08,24,1,122,1,12,2
Rajasthan 08,24,1,131,1,13,1
Rajasthan 08,24,1,141,1,14,1
Rajasthan 08,24,1,151,1,15,1
Rajasthan 08,24,1,171,1,17,1
Rajasthan 08,24,2,21,1,2,1
Rajasthan 08,24,2,31,1,3,1
Rajasthan 08,24,2,41,1,4,1
Rajasthan 08,24,2,42,1,4,2
Rajasthan 08,24,2,61,1,6,1
Rajasthan 08,24,2,71,1,7,1
Rajasthan 08,24,2,72,1,7,2
Rajasthan 08,24,2,81,1,8,1
Rajasthan 08,24,2,91,1,9,1
Rajasthan 08,24,2,101,1,10,1
Rajasthan 08,24,2,102,1,10,2
Rajasthan 08,24,2,102,2,10,2
Rajasthan 08,24,2,111,1,11,1
Rajasthan 08,24,2,121,1,12,1
Rajasthan 08,24,2,131,1,13,1
Rajasthan 08,24,2,141,1,14,1
Rajasthan 08,24,2,151,1,15,1
Rajasthan 08,24,2,151,2,15,1
Rajasthan 08,24,2,161,1,16,1
Rajasthan 08,24,2,161,2,16,1
Rajasthan 08,24,2,171,1,17,1
Rajasthan 08,24,2,171,2,17,1
Rajasthan 08,24,2,171,3,17,1
Rajasthan 08,24,2,181,1,18,1
Rajasthan 08,24,2,191,1,19,1
Rajasthan 08,24,2,192,1,19,2
Rajasthan 08,24,3,11,1,1,1
Rajasthan 08,24,3,11,2,1,1
Rajasthan 08,24,3,11,3,1,1
Rajasthan 08,24,3,21,1,2,1
Rajasthan 08,24,3,21,2,2,1
Rajasthan 08,24,3,21,3,2,1
Rajasthan 08,24,3,21,4,2,1
Rajasthan 08,24,3,23,1,2,3
Rajasthan 08,24,3,31,1,3,1
Rajasthan 08,24,3,31,2,3,1
Rajasthan 08,24,3,41,1,4,1
Rajasthan 08,24,3,41,2,4,1
Rajasthan 08,24,3,42,1,4,2
Rajasthan 08,24,3,51,1,5,1
Rajasthan 08,24,3,62,1,6,2
Rajasthan 08,24,3,63,1,6,3
Rajasthan 08,24,3,64,1,6,4
Rajasthan 08,24,3,71,1,7,1
Rajasthan 08,24,3,71,2,7,1
Rajasthan 08,24,3,81,1,8,1
Rajasthan 08,24,3,91,1,9,1
Rajasthan 08,24,3,101,1,10,1
Rajasthan 08,24,3,101,2,10,1
Rajasthan 08,24,3,101,3,10,1
Rajasthan 08,24,3,101,4,10,1
Rajasthan 08,24,3,111,1,11,1
Rajasthan 08,24,3,111,2,11,1
Rajasthan 08,24,3,121,1,12,1
Rajasthan 08,24,3,121,2,12,1
Rajasthan 08,24,3,131,1,13,1
Rajasthan 08,24,3,131,2,13,1
Rajasthan 08,24,3,141,1,14,1
Rajasthan 08,24,3,151,1,15,1
Rajasthan 08,24,3,161,1,16,1
Rajasthan 08,24,3,171,1,17,1
Rajasthan 08,24,3,172,1,17,2
Rajasthan 08,24,3,181,1,18,1
Rajasthan 08,24,3,181,2,18,1
Rajasthan 08,24,3,191,1,19,1
Rajasthan 08,24,3,201,1,20,1
Rajasthan 08,24,3,211,1,21,1
Rajasthan 08,24,3,211,2,21,1
Rajasthan 08,24,3,211,3,21,1
Rajasthan 08,24,3,211,4,21,1
Rajasthan 08,24,3,212,1,21,2
Rajasthan 08,24,4,11,1,1,1
Rajasthan 08,24,4,11,2,1,1
Rajasthan 08,24,4,21,1,2,1
Rajasthan 08,24,4,51,1,5,1
Rajasthan 08,24,4,61,1,6,1
Rajasthan 08,24,5,11,1,1,1
Rajasthan 08,24,5,11,2,1,1
Rajasthan 08,24,5,21,1,2,1
Rajasthan 08,24,5,21,2,2,1
Rajasthan 08,24,5,21,3,2,1
Rajasthan 08,24,5,31,1,3,1
Rajasthan 08,24,5,41,1,4,1
Rajasthan 08,24,5,51,1,5,1
Rajasthan 08,24,5,61,1,6,1
Rajasthan 08,24,5,71,1,7,1
Rajasthan 08,24,5,81,1,8,1
Rajasthan 08,24,5,82,1,8,2
Rajasthan 08,24,5,82,2,8,2
Rajasthan 08,24,5,91,1,9,1
Rajasthan 08,24,5,101,1,10,1
Rajasthan 08,24,5,111,1,11,1
Rajasthan 08,24,5,121,1,12,1
Rajasthan 08,24,5,131,1,13,1
Rajasthan 08,24,5,141,1,14,1
Rajasthan 08,24,5,141,2,14,1
Rajasthan 08,24,5,141,3,14,1
Rajasthan 08,24,5,141,4,14,1
Rajasthan 08,24,5,152,1,15,2
Rajasthan 08,24,5,161,1,16,1
Rajasthan 08,24,5,171,1,17,1
Rajasthan 08,24,5,191,1,19,1
Rajasthan 08,24,5,201,1,20,1
Rajasthan 08,24,5,211,1,21,1
Rajasthan 08,24,5,221,1,22,1
Rajasthan 08,24,6,11,1,1,1
Rajasthan 08,24,6,21,1,2,1
Rajasthan 08,24,6,31,1,3,1
Rajasthan 08,24,6,41,1,4,1
Rajasthan 08,24,6,51,1,5,1
Rajasthan 08,24,6,51,2,5,1
Rajasthan 08,24,6,61,1,6,1
Rajasthan 08,24,6,61,2,6,1
Rajasthan 08,24,6,71,1,7,1
Rajasthan 08,24,6,81,1,8,1
Rajasthan 08,24,6,91,1,9,1
Rajasthan 08,24,6,101,1,10,1
Rajasthan 08,24,6,111,1,11,1
Rajasthan 08,24,6,121,1,12,1
Rajasthan 08,24,6,121,2,12,1
Rajasthan 08,24,6,131,1,13,1
Rajasthan 08,24,6,141,1,14,1
Rajasthan 08,24,6,141,2,14,1
Rajasthan 08,24,7,10,1,1,0
Rajasthan 08,24,7,20,1,2,0
Rajasthan 08,24,7,30,1,3,0
Rajasthan 08,24,7,40,1,4,0
Rajasthan 08,24,7,40,2,4,0
Rajasthan 08,24,7,50,1,5,0
Rajasthan 08,24,7,50,2,5,0
Rajasthan 08,24,7,60,1,6,0
Rajasthan 08,24,7,80,1,8,0
Rajasthan 08,24,7,90,1,9,0
Rajasthan 08,24,7,100,1,10,0
Rajasthan 08,24,7,120,1,12,0
Rajasthan 08,24,7,130,1,13,0
Rajasthan 08,24,7,130,2,13,0
Rajasthan 08,24,7,140,1,14,0
Rajasthan 08,24,7,150,1,15,0
Rajasthan 08,24,7,150,2,15,0
Rajasthan 08,24,7,150,3,15,0
Rajasthan 08,24,7,160,1,16,0
Rajasthan 08,24,7,170,1,17,0
Rajasthan 08,24,7,180,1,18,0
Rajasthan 08,24,7,190,1,19,0
Rajasthan 08,24,7,200,1,20,0
Rajasthan 08,24,8,20,1,2,0
Rajasthan 08,24,8,30,1,3,0
Rajasthan 08,24,8,40,1,4,0
Rajasthan 08,24,8,50,1,5,0
Rajasthan 08,24,8,70,1,7,0
Rajasthan 08,24,8,70,2,7,0
Rajasthan 08,24,8,70,3,7,0
Rajasthan 08,24,8,80,1,8,0
Rajasthan 08,24,8,90,1,9,0
Rajasthan 08,24,8,100,1,10,0
Rajasthan 08,24,8,110,1,11,0
Rajasthan 08,24,8,120,1,12,0
Rajasthan 08,24,8,130,1,13,0
Rajasthan 08,24,8,140,1,14,0
Rajasthan 08,24,8,150,1,15,0
Rajasthan 08,24,8,170,1,17,0
Rajasthan 08,24,8,180,1,18,0
Rajasthan 08,24,8,190,1,19,0
Rajasthan 08,24,8,190,2,19,0
Rajasthan 08,24,8,200,1,20,0
Rajasthan 08,24,9,10,1,1,0
Rajasthan 08,24,9,20,1,2,0
Rajasthan 08,24,9,30,1,3,0
Rajasthan 08,24,9,40,1,4,0
Rajasthan 08,24,9,50,1,5,0
Rajasthan 08,24,9,60,1,6,0
Rajasthan 08,24,9,70,1,7,0
Rajasthan 08,24,9,80,1,8,0
Rajasthan 08,24,9,80,2,8,0
Rajasthan 08,24,9,80,3,8,0
Rajasthan 08,24,9,90,1,9,0
Rajasthan 08,24,9,90,2,9,0
Rajasthan 08,24,9,100,1,10,0
Rajasthan 08,24,9,110,1,11,0
Rajasthan 08,24,9,120,1,12,0
Rajasthan 08,24,9,130,1,13,0
Rajasthan 08,24,9,140,1,14,0
Rajasthan 08,24,9,150,1,15,0
Rajasthan 08,24,9,150,2,15,0
Rajasthan 08,24,10,10,1,1,0
Rajasthan 08,24,10,20,1,2,0
Rajasthan 08,24,10,40,1,4,0
Rajasthan 08,24,10,50,1,5,0
Rajasthan 08,24,10,70,1,7,0
Rajasthan 08,24,10,80,1,8,0
Rajasthan 08,24,10,80,2,8,0
Rajasthan 08,24,10,80,3,8,0
Rajasthan 08,24,10,90,1,9,0
Rajasthan 08,24,10,100,1,10,0
Rajasthan 08,24,10,110,1,11,0
Rajasthan 08,24,10,120,1,12,0
Rajasthan 08,24,10,130,1,13,0
Rajasthan 08,24,10,140,1,14,0
Rajasthan 08,24,10,140,2,14,0
Rajasthan 08,24,10,150,1,15,0
Rajasthan 08,24,11,10,1,1,0
Rajasthan 08,24,11,10,2,1,0
Rajasthan 08,24,11,20,1,2,0
Rajasthan 08,24,11,30,1,3,0
Rajasthan 08,24,11,40,1,4,0
Rajasthan 08,24,11,50,1,5,0
Rajasthan 08,24,11,60,1,6,0
Rajasthan 08,24,11,70,1,7,0
Rajasthan 08,24,11,80,1,8,0
Rajasthan 08,24,11,90,1,9,0
Rajasthan 08,24,11,90,2,9,0
Rajasthan 08,24,11,100,1,10,0
Rajasthan 08,24,11,110,1,11,0
Rajasthan 08,24,11,120,1,12,0
Rajasthan 08,24,11,130,1,13,0
Rajasthan 08,24,11,140,1,14,0
